Destination,District,Timespan,Review
St. Lucia's Cathedral,colombo,4 years ago,history
St. Lucia's Cathedral,colombo,2 years ago,peaceful place
St. Lucia's Cathedral,colombo,4 years ago,holy
St. Lucia's Cathedral,colombo,6 years ago,look
St. Lucia's Cathedral,colombo,4 years ago,good place
St. Lucia's Cathedral,colombo,3 years ago,peaceful
St. Lucia's Cathedral,colombo,5 years ago,place
St. Lucia's Cathedral,colombo,4 years ago,living god
St. Lucia's Cathedral,colombo,4 years ago,catholic church
St. Lucia's Cathedral,colombo,5 years ago,magnificent
St. Lucia's Cathedral,colombo,6 years ago,good place
St. Lucia's Cathedral,colombo,4 years ago,good
St. Lucia's Cathedral,colombo,a year ago,beautiful cathedral big organ
St. Lucia's Cathedral,colombo,6 months ago,cathedral entered back photography allowed
St. Lucia's Cathedral,colombo,3 years ago,arrived could doesn't get big gates side road locked small gate guarded guards attempt made ask entry
St. Lucia's Cathedral,colombo,8 months ago,beautiful neat temple much different
St. Lucia's Cathedral,colombo,4 years ago,beautiful cathedral beautiful
Thalangama Lake,colombo,3 months ago,visited jury reviewed jury although might lake residential neighborhood liked paddy fields lake located opposite nature
Thalangama Lake,colombo,4 months ago,offers visitors close encounter nature without leaving city colombo situated colombo close administrative capital sri
Thalangama Lake,colombo,4 months ago,good place chill clam mostly drink evening clean please come please take
Thalangama Lake,colombo,5 months ago,one gems serves important birds animals carrying excess rainwater colombo apart tank said built king nth
Thalangama Lake,colombo,a month ago,peaceful sit awhile watch birds set
Thalangama Lake,colombo,4 months ago,always must visit place go home relaxing mind meditating place specially set birds flying back night atmosphere
Thalangama Lake,colombo,a year ago,away bustling city lies lake rippling around sanctuary peace lake quick escape nature one best places birdwatching lush green paddy fields marshes surrounding
Thalangama Lake,colombo,5 months ago,beautiful place need cleaning separate place swim bath
Thalangama Lake,colombo,a year ago,place evening walk peaceful great time
Thalangama Lake,colombo,2 years ago,went couple months back get away bovid good place birding city may find professional photographers around lake could observe
Thalangama Lake,colombo,2 years ago,best place bird watching serene calm place please make sure wear masks throw waste residents
Thalangama Lake,colombo,3 years ago,lake present since times place bird watching many types birds visit lake magnificent view early morning cool breeze cold rolls
Thalangama Lake,colombo,11 months ago,nice place visit end birds watching riding cycling photography
Thalangama Lake,colombo,3 years ago,ideal morning jog evening walk around lake scenic view cool breeze give u best feel habitat many birds fish
Thalangama Lake,colombo,6 years ago,lake close home birds butterfly many types fishes dragonflies damselflies amphibians reptiles many terrestrial aquatic plant one best bird watching site colombo
Thalangama Lake,colombo,a year ago,wood mini heaven calm place
Thalangama Lake,colombo,2 years ago,place 'll amazed place like exists colombo wildlife view
Thalangama Lake,colombo,5 years ago,beautiful scenic place calm good experience evening breeze chilling
Thalangama Lake,colombo,7 months ago,good place relaxation seems clean water swim need attention authorities protect irrigable area
Thalangama Lake,colombo,4 years ago,lake near new parliament house sri lanka supposed birdwatchers indeed away main roads houses right next lake human developments continuing lake already polluted get worse sad
Thalangama Lake,colombo,7 months ago,peaceful place
Thalangama Lake,colombo,5 years ago,people photography place set king fishers lovely set migrating birds
Thalangama Lake,colombo,4 years ago,awesome view cant think colombo good walking cool
Thalangama Lake,colombo,4 months ago,scenic place colombo area beautiful natural lake
Thalangama Lake,colombo,11 months ago,watch birds lake
Thalangama Lake,colombo,6 months ago,morning walk
Thalangama Lake,colombo,5 years ago,another good place bird watching around colombo love place
Thalangama Lake,colombo,2 years ago,great place watch variety lake dwelling birds diversity birds please protect area need get tickets lake walk around along bunt small parking area also
Thalangama Lake,colombo,2 years ago,great place visit evening near colombo impressed went first time bath place also  walk around lake couple sit well place crowded park car well
Thalangama Lake,colombo,5 months ago,nice place go evening chat walk
Thalangama Lake,colombo,4 years ago,nice place chill cool breeze scenic view safe bathe lake deep certainly deep sections beware u go swimming plenty room park calm place lot
Thalangama Lake,colombo,4 years ago,peaceful walk spend time great photography cycling sad people come pollute surrounding lucky enough generous family cleans place also high time rework road accessing lake
Thalangama Lake,colombo,a year ago,unimaginable see kind lake amidst heart city origin times monarchy motte irrigates landmass used paddy cultivation
Thalangama Lake,colombo,2 years ago,nice place get self moment freedom inside city
Thalangama Lake,colombo,5 years ago,lake much visited tourist area lake one attractive natural site area set place gets crowded tourists locals loud music vehicles fill place fan nature love bird watching place must go
Thalangama Lake,colombo,4 years ago,nice place bird watching colombo small area several bird including one two exotic place usually crowed better early morning
Thalangama Lake,colombo,a year ago,beautiful calm place
Thalangama Lake,colombo,3 years ago,lake said old japan 's war plane recovered early calm scenic place ideal location relax evenings
Thalangama Lake,colombo,a year ago,lake neighborhood place bike birdbath large flocks birds use area nesting ground surrounding area kept pristinely clean efforts organization watch
Thalangama Lake,colombo,2 years ago,place located middle superb birds recommended evening walk bike ride around labels dumping garbage
Thalangama Lake,colombo,2 years ago,lake also known weka lake man made water dating back century sri motte kingdom also sanctuary
Thalangama Lake,colombo,4 years ago,really beautiful place calm clean people often visit hangout evening buddies strictly use place banians often visit preschools
Thalangama Lake,colombo,3 years ago,beautiful setting populated area residents around takes protect ego system wild life found wildlife preservation site
Thalangama Lake,colombo,a year ago,hub every aspiring bird sri lanka one two major migrant hotspots colombo
Thalangama Lake,colombo,a year ago,best morning evening
Thalangama Lake,colombo,a year ago,situated cool area lot paddy fields see culture colombo city lot people come birdwatching photography
Thalangama Lake,colombo,2 years ago,cool place relax mind green area
Thalangama Lake,colombo,2 months ago,super location relaxing mind
Thalangama Lake,colombo,5 years ago,nice location bird watching walk bike ride limited facilities
Thalangama Lake,colombo,5 years ago,went send kite son n grand son awesome place
Thalangama Lake,colombo,4 years ago,lake hidden beauty colombo district less known locals even nice place calm walk see diverse plants bird lush green paddy fields marshes surrounding
Thalangama Lake,colombo,4 years ago,hidden lake people doesn't know lactone best place visit around colombo lake visit definitely visit  swim ride
Thalangama Lake,colombo,4 years ago,beautiful lake beauty gods creation god varieties birds makes feel excited great place nature photography
Thalangama Lake,colombo,3 weeks ago,good view
Thalangama Lake,colombo,5 years ago,place beautiful scenes past present incomplete development things current situation place lake clear
Thalangama Lake,colombo,4 years ago,cool calm place area around colombo busy area days lot people came bath bug boards saying safe get lake sad story paddy field vicinity access maybe
Thalangama Lake,colombo,2 years ago,one best big diversities near colombo people visit pollute surrounding
Thalangama Lake,colombo,4 years ago,lake situated colombo lush green paddy fields marshes surrounding lake home many aquatic birds many butterflies
Thalangama Lake,colombo,4 years ago,colombo suburban use cool others come see birdlike mornings see lots cyclist part road bike ride
Thalangama Lake,colombo,a year ago,great place watch birds plan photograph birds best visit morning
Thalangama Lake,colombo,4 years ago,gem birding one places world gifted much biodiversity close human migratory season see unto birds refer gean de silva article
Thalangama Lake,colombo,2 years ago,nice place urban area free relaxing time reach location
Thalangama Lake,colombo,2 years ago,swim bath recommended place around town around town use bus routes arrive lake
Thalangama Lake,colombo,3 years ago,lovely area cycling
Thalangama Lake,colombo,5 years ago,calm place go hangout please respect nature around seems maintained got
Thalangama Lake,colombo,3 years ago,nice place see birds action relaxing calm visit family
Thalangama Lake,colombo,2 years ago,place ideal place morning walk evening hats residents keeping alive
Thalangama Lake,colombo,2 years ago,calm lovely place middle busy town great place spend hours
Thalangama Lake,colombo,2 years ago,place scenic beauty location famous bird watching combination two lakes
Thalangama Lake,colombo,5 months ago,best place life
Thalangama Lake,colombo,4 years ago,nice place evening family loved cant believe scenery urban colombo addicted place
Thalangama Lake,colombo,2 years ago,ego friendly
Thalangama Lake,colombo,4 years ago,beautiful place see kind birds around place
Thalangama Lake,colombo,a year ago,beautiful layering door capture birds around lake
Thalangama Lake,colombo,4 years ago,calm place spend evenings could see lot bird around
Thalangama Lake,colombo,7 years ago,beautiful place relaxing walk observing nature good spot bird watching
Thalangama Lake,colombo,2 years ago,nice place sit relax shops close highly residential area
Thalangama Lake,colombo,4 years ago,peaceful place relax though colombo city limits local atmospheric
Thalangama Lake,colombo,6 years ago,swimming lot weeds center people drowned trying swim
Thalangama Lake,colombo,4 years ago,nice place good view good place bird watching
Thalangama Lake,colombo,2 years ago,nice place family
Thalangama Lake,colombo,2 years ago,bit crowded space leisure u nature love u must visit
Thalangama Lake,colombo,4 years ago,superb place spend time watching birds road developments going
Thalangama Lake,colombo,5 years ago,lovely location oasis city sometimes start drinking evening
Thalangama Lake,colombo,a year ago,make sure take garbage please leave anything behind save beauty
Thalangama Lake,colombo,5 years ago,people keep place clean protect tank located near busy colombo
Thalangama Lake,colombo,4 years ago,nice windy place good bird watching natural
Thalangama Lake,colombo,4 years ago,beautiful place nature inside busy city
Thalangama Lake,colombo,2 years ago,best place bird watching relaxing colombo suburb
